sample,batch
GSE80417_9980102023_R03C01,GSE80417
GSE80417_9980102023_R03C02,GSE80417
GSE80417_9980102023_R04C01,GSE80417
GSE80417_9980102023_R04C02,GSE80417
GSE80417_9980102023_R05C01,GSE80417
GSE80417_9980102023_R05C02,GSE80417
GSE80417_9980102025_R01C01,GSE80417
GSE80417_9980102025_R01C02,GSE80417
GSE80417_9980102025_R02C01,GSE80417
GSE80417_9980102025_R03C02,GSE80417
GSE80417_9980102025_R04C01,GSE80417
GSE80417_9980102025_R04C02,GSE80417
GSE80417_9980102025_R05C01,GSE80417
GSE80417_9980102025_R05C02,GSE80417
GSE80417_9980102025_R06C01,GSE80417
GSE80417_9980102025_R06C02,GSE80417
GSE80417_9980102038_R01C02,GSE80417
GSE80417_9980102038_R02C01,GSE80417
GSE80417_9980102038_R02C02,GSE80417
GSE80417_9980102038_R03C01,GSE80417
GSE80417_9980102038_R03C02,GSE80417
GSE80417_9980102038_R04C01,GSE80417
GSE80417_9980102038_R04C02,GSE80417
GSE80417_9980102038_R05C01,GSE80417
GSE80417_9980102038_R05C02,GSE80417
GSE80417_9980102038_R06C01,GSE80417
GSE80417_9980102038_R06C02,GSE80417
GSE80417_9980102041_R01C01,GSE80417
GSE80417_9980102041_R01C02,GSE80417
GSE80417_9980102041_R02C01,GSE80417
GSE80417_9980102041_R02C02,GSE80417
GSE80417_9980102041_R03C01,GSE80417
GSE80417_9980102041_R03C02,GSE80417
GSE80417_9980102041_R04C02,GSE80417
GSE80417_9980102041_R05C01,GSE80417
GSE80417_9980102041_R05C02,GSE80417
GSE80417_9980102041_R06C01,GSE80417
GSE80417_9980102041_R06C02,GSE80417
GSE80417_9992571030_R01C02,GSE80417
GSE80417_9992571030_R02C01,GSE80417
GSE80417_9992571030_R02C02,GSE80417
GSE80417_9992571030_R03C01,GSE80417
GSE80417_9992571030_R03C02,GSE80417
GSE80417_9992571030_R04C01,GSE80417
GSE80417_9992571030_R04C02,GSE80417
GSE80417_9992571030_R05C02,GSE80417
GSE80417_9992571030_R06C01,GSE80417
GSE80417_9992571030_R06C02,GSE80417
GSE80417_9992571046_R01C01,GSE80417
GSE80417_9992571046_R01C02,GSE80417
GSE80417_9992571046_R02C01,GSE80417
GSE80417_9992571046_R02C02,GSE80417
GSE80417_9992571046_R03C01,GSE80417
GSE80417_9992571046_R03C02,GSE80417
GSE80417_9992571046_R04C01,GSE80417
GSE80417_9992571046_R04C02,GSE80417
GSE80417_9992571046_R05C01,GSE80417
GSE80417_9992571046_R05C02,GSE80417
GSE80417_9992571046_R06C01,GSE80417
GSE80417_9992571046_R06C02,GSE80417
GSE80417_9992571068_R01C01,GSE80417
GSE80417_9992571068_R02C01,GSE80417
GSE80417_9992571068_R02C02,GSE80417
GSE80417_9992571068_R06C02,GSE80417
GSE80417_9992571076_R01C01,GSE80417
GSE80417_9992571076_R01C02,GSE80417
GSE80417_9992571076_R02C02,GSE80417
GSE80417_9992571076_R03C01,GSE80417
GSE80417_9992571076_R03C02,GSE80417
GSE80417_9992571076_R04C01,GSE80417
GSE80417_9992571076_R04C02,GSE80417
GSE80417_9992571076_R05C01,GSE80417
GSE80417_9992571076_R05C02,GSE80417
GSE80417_9992571076_R06C01,GSE80417
GSE84727_100973330060_R01C01,GSE84727
GSE84727_100973330060_R03C01,GSE84727
GSE84727_100973330060_R03C02,GSE84727
GSE84727_100973330060_R04C01,GSE84727
GSE84727_100973330060_R04C02,GSE84727
GSE84727_100973330060_R05C02,GSE84727
GSE84727_100973330060_R06C01,GSE84727
GSE84727_100973330060_R06C02,GSE84727
GSE84727_100973330068_R01C01,GSE84727
GSE84727_100973330068_R02C01,GSE84727
GSE84727_100973330068_R02C02,GSE84727
GSE84727_100973330068_R04C01,GSE84727
GSE84727_100973330068_R04C02,GSE84727
GSE84727_100973330068_R05C01,GSE84727
GSE84727_100973330068_R05C02,GSE84727
GSE84727_100973330068_R06C01,GSE84727
GSE84727_100973330068_R06C02,GSE84727
GSE84727_100973330103_R01C01,GSE84727
GSE84727_100973330103_R01C02,GSE84727
GSE84727_100973330103_R02C02,GSE84727
GSE84727_100973330103_R03C01,GSE84727
GSE84727_100973330103_R03C02,GSE84727
GSE84727_100973330103_R04C01,GSE84727
GSE84727_100973330103_R04C02,GSE84727
GSE84727_100973330103_R05C01,GSE84727
GSE84727_100973330103_R05C02,GSE84727
GSE84727_100973330103_R06C01,GSE84727
GSE84727_100973330103_R06C02,GSE84727
GSE84727_100973330104_R01C01,GSE84727
GSE84727_100973330104_R01C02,GSE84727
GSE84727_100973330104_R02C01,GSE84727
GSE84727_100973330104_R02C02,GSE84727
GSE84727_100973330104_R05C01,GSE84727
GSE84727_100973330104_R05C02,GSE84727
GSE84727_100973330104_R06C01,GSE84727
GSE84727_100973330104_R06C02,GSE84727
GSE84727_101103430016_R01C02,GSE84727
GSE84727_101103430016_R02C01,GSE84727
GSE84727_101103430016_R03C01,GSE84727
GSE84727_101103430016_R03C02,GSE84727
GSE84727_101103430016_R04C01,GSE84727
GSE84727_101103430016_R04C02,GSE84727
GSE84727_101103430016_R05C02,GSE84727
GSE84727_101103430016_R06C01,GSE84727
GSE84727_101103430016_R06C02,GSE84727
GSE84727_101103430018_R01C01,GSE84727
GSE84727_101103430018_R01C02,GSE84727
GSE84727_101103430018_R02C01,GSE84727
GSE84727_101103430018_R02C02,GSE84727
GSE84727_101103430018_R03C02,GSE84727
GSE84727_101103430018_R04C01,GSE84727
GSE84727_101103430018_R04C02,GSE84727
GSE84727_101103430018_R05C01,GSE84727
GSE84727_101103430018_R05C02,GSE84727
GSE84727_101103430018_R06C01,GSE84727
GSE84727_101103430060_R01C01,GSE84727
GSE84727_101103430060_R01C02,GSE84727
GSE84727_101103430060_R02C01,GSE84727
GSE84727_101103430060_R02C02,GSE84727
GSE84727_101103430060_R03C01,GSE84727
GSE84727_101103430060_R04C02,GSE84727
GSE84727_101103430060_R05C01,GSE84727
GSE84727_101103430060_R06C02,GSE84727
GSE84727_101103430063_R01C02,GSE84727
GSE84727_101103430063_R02C01,GSE84727
GSE84727_101103430063_R02C02,GSE84727
GSE84727_101103430063_R03C01,GSE84727
GSE84727_101103430063_R03C02,GSE84727
GSE84727_101103430063_R04C01,GSE84727
GSE84727_101103430063_R04C02,GSE84727
GSE84727_101103430063_R05C01,GSE84727
GSE84727_101103430063_R06C01,GSE84727
GSE84727_101103430073_R01C01,GSE84727
GSE84727_101103430073_R01C02,GSE84727
GSE84727_101103430073_R02C01,GSE84727
GSE84727_101103430073_R02C02,GSE84727
GSE84727_101103430073_R03C02,GSE84727
GSE84727_101103430073_R04C01,GSE84727
GSE84727_101103430073_R04C02,GSE84727
GSE84727_101103430073_R05C01,GSE84727
GSE84727_101103430073_R05C02,GSE84727
GSE84727_101103430073_R06C01,GSE84727
GSE84727_101103430073_R06C02,GSE84727
GSE84727_101103430075_R02C01,GSE84727
GSE84727_101103430075_R03C01,GSE84727
GSE84727_101103430075_R03C02,GSE84727
GSE84727_101103430075_R04C02,GSE84727
GSE84727_101103430075_R05C01,GSE84727
GSE84727_101103430075_R06C01,GSE84727
GSE84727_101103430116_R01C01,GSE84727
GSE84727_101103430116_R02C02,GSE84727
GSE84727_101103430116_R03C01,GSE84727
GSE84727_101103430116_R03C02,GSE84727
GSE84727_101103430116_R04C01,GSE84727
GSE84727_101103430116_R04C02,GSE84727
GSE84727_101103430116_R05C01,GSE84727
GSE84727_101103430116_R06C01,GSE84727
GSE84727_101103430116_R06C02,GSE84727
GSE84727_101103430127_R01C02,GSE84727
GSE84727_101103430127_R02C01,GSE84727
GSE84727_101103430127_R02C02,GSE84727
GSE84727_101103430127_R03C01,GSE84727
GSE84727_101103430127_R03C02,GSE84727
GSE84727_101103430127_R04C01,GSE84727
GSE84727_101103430127_R04C02,GSE84727
GSE84727_101103430127_R05C01,GSE84727
GSE84727_101103430127_R06C01,GSE84727
GSE84727_101103430127_R06C02,GSE84727
GSE84727_101103430128_R01C02,GSE84727
GSE84727_101103430128_R02C02,GSE84727
GSE84727_101103430128_R03C02,GSE84727
GSE84727_101103430128_R04C01,GSE84727
GSE84727_101103430128_R05C02,GSE84727
GSE84727_101103430128_R06C01,GSE84727
GSE84727_101103430128_R06C02,GSE84727
GSE84727_101103430134_R01C02,GSE84727
GSE84727_101103430134_R02C02,GSE84727
GSE84727_101103430134_R03C01,GSE84727
GSE84727_101103430134_R03C02,GSE84727
GSE84727_101103430134_R04C01,GSE84727
GSE84727_101103430134_R05C01,GSE84727
GSE84727_101103430134_R05C02,GSE84727
GSE84727_101103430134_R06C01,GSE84727
GSE84727_101103430134_R06C02,GSE84727
GSE84727_101103430151_R02C02,GSE84727
GSE84727_101103430151_R03C01,GSE84727
GSE84727_101103430151_R03C02,GSE84727
GSE84727_101103430151_R04C01,GSE84727
GSE84727_101103430151_R04C02,GSE84727
GSE84727_101103430151_R05C01,GSE84727
GSE84727_101103430152_R01C01,GSE84727
GSE84727_101103430152_R02C01,GSE84727
GSE84727_101103430152_R03C01,GSE84727
GSE84727_101103430153_R01C01,GSE84727
GSE84727_101103430153_R02C01,GSE84727
GSE84727_101103430153_R02C02,GSE84727
GSE84727_101103430153_R03C01,GSE84727
GSE84727_101103430153_R03C02,GSE84727
GSE84727_101103430153_R04C01,GSE84727
GSE84727_101103430153_R04C02,GSE84727
GSE84727_101103430153_R05C02,GSE84727
GSE84727_101103430153_R06C01,GSE84727
GSE84727_101103430153_R06C02,GSE84727
GSE84727_101103430155_R01C01,GSE84727
GSE84727_101103430155_R01C02,GSE84727
GSE84727_101103430155_R02C02,GSE84727
GSE84727_101103430155_R04C02,GSE84727
GSE84727_101103430155_R05C01,GSE84727
GSE84727_101103430155_R05C02,GSE84727
GSE84727_101103430155_R06C01,GSE84727
GSE84727_101103430155_R06C02,GSE84727
GSE84727_101103430156_R01C02,GSE84727
GSE84727_101103430156_R02C02,GSE84727
GSE84727_101103430156_R03C02,GSE84727
GSE84727_101103430156_R04C01,GSE84727
GSE84727_101103430156_R05C01,GSE84727
GSE84727_101103430156_R06C02,GSE84727
GSE84727_101103430168_R01C01,GSE84727
GSE84727_101103430168_R01C02,GSE84727
GSE84727_101103430168_R02C02,GSE84727
GSE84727_101103430168_R03C02,GSE84727
GSE84727_101103430168_R04C01,GSE84727
GSE84727_101103430168_R04C02,GSE84727
GSE84727_101103430168_R05C01,GSE84727
GSE84727_101103430168_R05C02,GSE84727
GSE84727_101103430168_R06C01,GSE84727
GSE84727_101103430168_R06C02,GSE84727
GSE84727_3998567004_R01C01,GSE84727
GSE84727_3998567004_R01C02,GSE84727
GSE84727_3998567004_R03C01,GSE84727
GSE84727_3998567004_R03C02,GSE84727
GSE84727_3998567004_R04C01,GSE84727
GSE84727_3998567004_R04C02,GSE84727
GSE84727_3998567004_R05C01,GSE84727
GSE84727_3998567004_R05C02,GSE84727
GSE84727_3998567004_R06C01,GSE84727
GSE84727_3998567004_R06C02,GSE84727
GSE84727_3998567008_R01C02,GSE84727
GSE84727_3998567008_R02C02,GSE84727
GSE84727_3998567008_R03C02,GSE84727
GSE84727_3998567008_R04C02,GSE84727
GSE84727_3998567008_R05C01,GSE84727
GSE84727_3998567008_R06C01,GSE84727
GSE84727_3998567008_R06C02,GSE84727
GSE84727_3998567009_R01C01,GSE84727
GSE84727_3998567009_R02C01,GSE84727
GSE84727_3998567009_R03C01,GSE84727
GSE84727_3998567009_R03C02,GSE84727
GSE84727_3998567009_R04C01,GSE84727
GSE84727_3998567009_R05C01,GSE84727
GSE84727_3998567009_R06C01,GSE84727
GSE84727_3998567009_R06C02,GSE84727
GSE84727_3998567012_R01C01,GSE84727
GSE84727_3998567012_R01C02,GSE84727
GSE84727_3998567012_R02C01,GSE84727
GSE84727_3998567012_R02C02,GSE84727
GSE84727_3998567012_R04C01,GSE84727
GSE84727_3998567012_R05C01,GSE84727
GSE84727_3998567012_R06C01,GSE84727
GSE84727_3998567012_R06C02,GSE84727
GSE84727_3998567013_R01C01,GSE84727
GSE84727_3998567013_R01C02,GSE84727
GSE84727_3998567013_R02C01,GSE84727
GSE84727_3998567013_R02C02,GSE84727
GSE84727_3998567013_R03C01,GSE84727
GSE84727_3998567013_R03C02,GSE84727
GSE84727_3998567013_R04C01,GSE84727
GSE84727_3998567013_R04C02,GSE84727
GSE84727_3998567013_R05C01,GSE84727
GSE84727_3998567013_R06C01,GSE84727
GSE84727_3998567013_R06C02,GSE84727
GSE84727_3998567014_R01C01,GSE84727
GSE84727_3998567014_R01C02,GSE84727
GSE84727_3998567014_R02C01,GSE84727
GSE84727_3998567014_R02C02,GSE84727
GSE84727_3998567014_R03C01,GSE84727
GSE84727_3998567014_R03C02,GSE84727
GSE84727_3998567014_R04C01,GSE84727
GSE84727_3998567014_R04C02,GSE84727
GSE84727_3998567014_R05C01,GSE84727
GSE84727_3998567014_R05C02,GSE84727
GSE84727_3998567014_R06C01,GSE84727
GSE84727_3998567014_R06C02,GSE84727
GSE84727_3998567021_R01C01,GSE84727
GSE84727_3998567021_R01C02,GSE84727
GSE84727_3998567021_R02C01,GSE84727
GSE84727_3998567021_R02C02,GSE84727
GSE84727_3998567021_R03C01,GSE84727
GSE84727_3998567021_R04C01,GSE84727
GSE84727_3998567021_R05C01,GSE84727
GSE84727_3998567021_R05C02,GSE84727
GSE84727_3998567021_R06C01,GSE84727
GSE84727_3998567021_R06C02,GSE84727
GSE84727_3998567026_R01C02,GSE84727
GSE84727_3998567026_R02C01,GSE84727
GSE84727_3998567026_R02C02,GSE84727
GSE84727_3998567026_R03C02,GSE84727
GSE84727_3998567026_R05C02,GSE84727
GSE84727_3998567026_R06C01,GSE84727
GSE84727_3998567026_R06C02,GSE84727
GSE84727_3998567027_R01C01,GSE84727
GSE84727_3998567027_R01C02,GSE84727
GSE84727_3998567027_R02C01,GSE84727
GSE84727_3998567027_R02C02,GSE84727
GSE84727_3998567027_R03C01,GSE84727
GSE84727_3998567027_R03C02,GSE84727
GSE84727_3998567027_R04C01,GSE84727
GSE84727_3998567027_R04C02,GSE84727
GSE84727_3998567027_R06C01,GSE84727
GSE84727_3998567027_R06C02,GSE84727
GSE84727_3998567028_R01C02,GSE84727
GSE84727_3998567028_R02C01,GSE84727
GSE84727_3998567028_R03C02,GSE84727
GSE84727_3998567028_R04C01,GSE84727
GSE84727_3998567028_R04C02,GSE84727
GSE84727_3998567028_R05C01,GSE84727
GSE84727_3998567028_R06C01,GSE84727
GSE84727_3998567028_R06C02,GSE84727
GSE84727_3998567030_R01C01,GSE84727
GSE84727_3998567030_R01C02,GSE84727
GSE84727_3998567030_R02C01,GSE84727
GSE84727_3998567030_R02C02,GSE84727
GSE84727_3998567030_R03C01,GSE84727
GSE84727_3998567030_R04C01,GSE84727
GSE84727_3998567030_R04C02,GSE84727
GSE84727_3998567030_R05C01,GSE84727
GSE84727_3998567030_R05C02,GSE84727
GSE84727_3998567030_R06C01,GSE84727
GSE84727_3998567034_R01C01,GSE84727
GSE84727_3998567034_R02C01,GSE84727
GSE84727_3998567034_R02C02,GSE84727
GSE84727_3998567034_R03C02,GSE84727
GSE84727_3998567034_R04C01,GSE84727
GSE84727_3998567034_R04C02,GSE84727
GSE84727_3998567034_R05C01,GSE84727
GSE84727_3998567034_R06C01,GSE84727
GSE84727_3998567038_R01C02,GSE84727
GSE84727_3998567038_R02C01,GSE84727
GSE84727_3998567038_R02C02,GSE84727
GSE84727_3998567038_R03C01,GSE84727
GSE84727_3998567038_R03C02,GSE84727
GSE84727_3998567038_R04C01,GSE84727
GSE84727_3998567038_R05C01,GSE84727
GSE84727_3998567038_R05C02,GSE84727
GSE84727_3998567038_R06C01,GSE84727
GSE84727_3998567038_R06C02,GSE84727
GSE84727_3998567045_R01C01,GSE84727
GSE84727_3998567045_R03C01,GSE84727
GSE84727_3998567045_R03C02,GSE84727
GSE84727_3998567045_R04C01,GSE84727
GSE84727_3998567045_R04C02,GSE84727
GSE84727_3998567045_R05C01,GSE84727
GSE84727_3998567045_R06C01,GSE84727
GSE84727_3998567045_R06C02,GSE84727
GSE84727_3998567064_R01C01,GSE84727
GSE84727_3998567064_R01C02,GSE84727
GSE84727_3998567064_R02C01,GSE84727
GSE84727_3998567064_R03C01,GSE84727
GSE84727_3998567064_R03C02,GSE84727
GSE84727_3998567064_R04C01,GSE84727
GSE84727_3998567064_R05C02,GSE84727
GSE84727_3998567064_R06C01,GSE84727
GSE84727_3998567064_R06C02,GSE84727
GSE84727_3998567069_R01C01,GSE84727
GSE84727_3998567069_R01C02,GSE84727
GSE84727_3998567069_R02C01,GSE84727
GSE84727_3998567069_R02C02,GSE84727
GSE84727_3998567069_R03C01,GSE84727
GSE84727_3998567069_R03C02,GSE84727
GSE84727_3998567069_R04C01,GSE84727
GSE84727_3998567069_R04C02,GSE84727
GSE84727_3998567069_R05C02,GSE84727
GSE84727_3998567074_R01C02,GSE84727
GSE84727_3998567074_R02C01,GSE84727
GSE84727_3998567074_R02C02,GSE84727
GSE84727_3998567074_R03C01,GSE84727
GSE84727_3998567074_R03C02,GSE84727
GSE84727_3998567074_R04C01,GSE84727
GSE84727_3998567074_R04C02,GSE84727
GSE84727_3998567074_R05C01,GSE84727
GSE84727_3998567074_R05C02,GSE84727
GSE84727_3998567074_R06C02,GSE84727
GSE84727_3998567086_R01C02,GSE84727
GSE84727_3998567086_R03C01,GSE84727
GSE84727_3998567086_R03C02,GSE84727
GSE84727_3998567086_R04C01,GSE84727
GSE84727_3998567086_R04C02,GSE84727
GSE84727_3998567086_R05C01,GSE84727
GSE84727_3998567086_R05C02,GSE84727
GSE84727_3998567086_R06C01,GSE84727
GSE84727_3998567086_R06C02,GSE84727
GSE84727_3998567090_R01C01,GSE84727
GSE84727_3998567090_R02C01,GSE84727
GSE84727_3998567090_R02C02,GSE84727
GSE84727_3998567090_R03C01,GSE84727
GSE84727_3998567090_R06C01,GSE84727
GSE84727_3998567090_R06C02,GSE84727
GSE84727_3998568009_R01C01,GSE84727
GSE84727_3998568009_R01C02,GSE84727
GSE84727_3998568009_R02C01,GSE84727
GSE84727_3998568009_R02C02,GSE84727
GSE84727_3998568009_R03C01,GSE84727
GSE84727_3998568009_R03C02,GSE84727
GSE84727_3998568009_R05C01,GSE84727
GSE84727_3998568009_R06C01,GSE84727
GSE84727_3998568009_R06C02,GSE84727
GSE84727_3998568010_R01C01,GSE84727
GSE84727_3998568010_R01C02,GSE84727
GSE84727_3998568010_R02C02,GSE84727
GSE84727_3998568010_R03C01,GSE84727
GSE84727_3998568010_R03C02,GSE84727
GSE84727_3998568010_R04C01,GSE84727
GSE84727_3998568010_R04C02,GSE84727
GSE84727_3998568010_R05C01,GSE84727
GSE84727_3998568010_R05C02,GSE84727
GSE84727_3998568010_R06C01,GSE84727
GSE84727_3998568010_R06C02,GSE84727
GSE84727_3998568011_R01C01,GSE84727
GSE84727_3998568011_R02C01,GSE84727
GSE84727_3998568011_R02C02,GSE84727
GSE84727_3998568011_R03C02,GSE84727
GSE84727_3998568011_R04C01,GSE84727
GSE84727_3998568011_R04C02,GSE84727
GSE84727_3998568011_R05C01,GSE84727
GSE84727_3998568011_R05C02,GSE84727
GSE84727_3998568011_R06C01,GSE84727
GSE84727_3998568011_R06C02,GSE84727
GSE84727_3998568012_R01C01,GSE84727
GSE84727_3998568012_R01C02,GSE84727
GSE84727_3998568012_R02C01,GSE84727
GSE84727_3998568012_R03C01,GSE84727
GSE84727_3998568012_R03C02,GSE84727
GSE84727_3998568012_R04C01,GSE84727
GSE84727_3998568012_R04C02,GSE84727
GSE84727_3998568012_R05C01,GSE84727
GSE84727_3998568012_R06C01,GSE84727
GSE84727_3998568012_R06C02,GSE84727
GSE84727_3998568018_R01C01,GSE84727
GSE84727_3998568018_R02C01,GSE84727
GSE84727_3998568018_R02C02,GSE84727
GSE84727_3998568018_R03C01,GSE84727
GSE84727_3998568018_R04C01,GSE84727
GSE84727_3998568018_R05C01,GSE84727
GSE84727_3998568018_R05C02,GSE84727
GSE84727_3998568018_R06C01,GSE84727
GSE84727_3998568018_R06C02,GSE84727
GSE84727_3998568021_R01C01,GSE84727
GSE84727_3998568021_R02C01,GSE84727
GSE84727_3998568021_R02C02,GSE84727
GSE84727_3998568021_R03C01,GSE84727
GSE84727_3998568021_R03C02,GSE84727
GSE84727_3998568021_R04C01,GSE84727
GSE84727_3998568021_R04C02,GSE84727
GSE84727_3998568021_R05C02,GSE84727
GSE84727_3998568021_R06C01,GSE84727
GSE84727_3998568021_R06C02,GSE84727
GSE84727_3998568022_R01C01,GSE84727
GSE84727_3998568022_R01C02,GSE84727
GSE84727_3998568022_R02C02,GSE84727
GSE84727_3998568022_R03C01,GSE84727
GSE84727_3998568022_R03C02,GSE84727
GSE84727_3998568022_R04C02,GSE84727
GSE84727_3998568022_R05C01,GSE84727
GSE84727_3998568022_R05C02,GSE84727
GSE84727_3998568022_R06C01,GSE84727
GSE84727_3998568022_R06C02,GSE84727
GSE84727_3998568054_R01C01,GSE84727
GSE84727_3998568054_R01C02,GSE84727
GSE84727_3998568054_R02C01,GSE84727
GSE84727_3998568054_R02C02,GSE84727
GSE84727_3998568054_R03C01,GSE84727
GSE84727_3998568054_R03C02,GSE84727
GSE84727_3998568054_R04C01,GSE84727
GSE84727_3998568054_R04C02,GSE84727
GSE84727_3998568054_R05C01,GSE84727
GSE84727_3998568054_R05C02,GSE84727
GSE84727_3998568054_R06C01,GSE84727
GSE84727_3998568054_R06C02,GSE84727
GSE84727_3998579176_R03C01,GSE84727
GSE84727_3998579176_R03C02,GSE84727
GSE84727_3998579176_R04C01,GSE84727
GSE84727_3998579176_R04C02,GSE84727
GSE84727_3998579176_R05C01,GSE84727
GSE84727_3998579176_R05C02,GSE84727
GSE84727_3998579176_R06C01,GSE84727
GSE84727_3998579176_R06C02,GSE84727
GSE84727_3998609023_R01C01,GSE84727
GSE84727_3998609023_R01C02,GSE84727
GSE84727_3998609023_R02C02,GSE84727
GSE84727_3998609023_R03C01,GSE84727
GSE84727_3998609023_R03C02,GSE84727
GSE84727_3998609023_R04C01,GSE84727
GSE84727_3998609023_R04C02,GSE84727
GSE84727_3998609023_R05C01,GSE84727
GSE84727_3998609023_R05C02,GSE84727
GSE84727_3998609023_R06C01,GSE84727
GSE84727_3998609023_R06C02,GSE84727
GSE84727_3998609024_R01C02,GSE84727
GSE84727_3998609024_R02C01,GSE84727
GSE84727_3998609024_R02C02,GSE84727
GSE84727_3998609024_R03C01,GSE84727
GSE84727_3998609024_R03C02,GSE84727
GSE84727_3998609024_R04C02,GSE84727
GSE84727_3998609024_R05C01,GSE84727
GSE84727_3998609024_R06C01,GSE84727
GSE84727_3998609041_R01C02,GSE84727
GSE84727_3998609041_R02C01,GSE84727
GSE84727_3998609041_R03C01,GSE84727
GSE84727_3998609041_R04C01,GSE84727
GSE84727_3998609041_R06C01,GSE84727
GSE84727_3998609041_R06C02,GSE84727
GSE84727_3998609042_R01C01,GSE84727
GSE84727_3998609042_R01C02,GSE84727
GSE84727_3998609042_R02C01,GSE84727
GSE84727_3998609042_R03C01,GSE84727
GSE84727_3998609042_R03C02,GSE84727
GSE84727_3998609042_R04C01,GSE84727
GSE84727_3998609042_R04C02,GSE84727
GSE84727_3998609042_R05C01,GSE84727
GSE84727_3998609042_R05C02,GSE84727
GSE84727_3998609042_R06C01,GSE84727
GSE84727_3998609042_R06C02,GSE84727
GSE84727_3998634001_R01C01,GSE84727
GSE84727_3998634001_R01C02,GSE84727
GSE84727_3998634001_R02C01,GSE84727
GSE84727_3998634001_R02C02,GSE84727
GSE84727_3998634001_R03C01,GSE84727
GSE84727_3998634001_R03C02,GSE84727
GSE84727_3998634001_R04C01,GSE84727
GSE84727_3998634001_R04C02,GSE84727
GSE84727_3998634001_R05C01,GSE84727
GSE84727_3998634001_R05C02,GSE84727
GSE84727_3998634001_R06C01,GSE84727
GSE84727_3998634001_R06C02,GSE84727
GSE84727_3998634014_R01C01,GSE84727
GSE84727_3998634014_R01C02,GSE84727
GSE84727_3998634014_R02C01,GSE84727
GSE84727_3998634014_R02C02,GSE84727
GSE84727_3998634014_R03C01,GSE84727
